    67420.35300	    38731.00740	   15	    58238.46000
    67420.35300	    38746.52810	   15	    58201.03000
    75502.71300	    38041.48020	   15	    62799.96000
    75502.71300	    38041.48020	   15	    62799.96000
    80594.59980	    37107.90790	   15	    65657.03000
    82244.74830	    36393.86980	   16	    66269.72000
    82244.74830	    36699.02920	   15	    66488.24000
    82244.74830	    36723.68590	   15	    66306.97000
    90926.55000	    36151.31910	   15	    71459.13000
    93782.31720	    35987.68270	   15	    73163.93000
    93943.96440	    67723.93180	   14	    87569.02000
    94671.37680	    62993.45840	   14	    85765.92000
    97500.20280	    35011.31350	   15	    74944.93000
    97735.93830	    44000.48830	   14	    79282.33000
    98544.17430	    25570.86260	   15	    71147.60000
    98544.17430	    37409.98990	   14	    76544.33000
    98544.17430	    37409.98990	   14	    76544.33000
   102713.32500	    23915.35480	   16	    73017.46000
   102713.32500	    24926.54940	   15	    73496.04000
   104491.44420	    33752.13970	   14	    78610.57000
