   217961.04330	   313164.01110	   49	   271628.19000
   217987.98450	   312020.31620	   50	   271006.60000
   219159.92670	   300898.55820	   49	   266837.38000
   219186.86790	   329966.44550	   48	   280217.27000
   219954.69210	   300419.46050	   49	   267374.99000
   221005.39890	   212618.02280	   49	   228893.56000
   221005.39890	   220469.05030	   48	   232582.09000
   224096.90160	   206618.92070	   49	   227912.39000
   225369.87330	   260250.42830	   47	   253170.23000
   225989.52090	   198500.31710	   49	   225611.63000
   225989.52090	   181225.47490	   49	   217910.71000
   227188.40430	   177752.92000	   48	   217489.00000
   227188.40430	   243853.36080	   47	   246672.36000
   230279.90700	   230030.97230	   47	   242141.07000
   236920.91280	   224559.38670	   47	   243836.13000
   236920.91280	   240104.75280	   46	   251262.06000
   240241.41570	   217699.78210	   47	   242851.59000
   243824.59530	   177287.70920	   50	   227028.66000
   243824.59530	   177287.70920	   50	   227028.66000
   246882.42150	   206869.00060	   47	   241985.60000
   249556.33560	   171376.28690	   50	   227932.53000
   250202.92440	   202159.54090	   47	   242257.29000
   250431.92460	   163887.36450	   49	   225047.49000
   250431.92460	   175287.19470	   48	   230290.57000
   253523.42730	   163388.29950	   49	   227082.59000
   253523.42730	   163568.74310	   50	   227066.35000
   253523.42730	   198686.81500	   47	   242620.64000
   256843.93020	   172824.76690	   48	   233048.11000
   256843.93020	   172938.74400	   48	   232968.60000
   256843.93020	   196688.65430	   47	   243559.65000
   258965.54970	   195180.45510	   47	   244232.83000
   260164.43310	   162514.15580	   49	   230268.46000
   260164.43310	   152426.83130	   50	   225901.23000
   260164.43310	   152525.89510	   50	   225896.41000
   260164.43310	   157275.13900	   49	   227992.46000
   260164.43310	   171710.03450	   48	   234610.91000
   260164.43310	   192264.04560	   47	   243792.66000
