   211380.65520	   307013.86200	   49	   265771.80000
   212060.92050	   285666.44920	   49	   256760.00000
   212060.92050	   290126.91020	   48	   258850.58000
   212909.56830	   270889.43970	   49	   250304.43000
   212936.50950	   287051.14850	   48	   256894.15000
   214532.77560	   271714.77540	   48	   251150.74000
   214532.77560	   284318.47610	   47	   257186.23000
   215219.77620	   263547.73490	   49	   247607.01000
   216028.01220	   256559.38990	   50	   245479.49000
   216115.57110	   262442.30030	   48	   247642.71000
   216600.51270	   255685.36140	   49	   245096.22000
   217314.45450	   253572.68070	   48	   244731.37000
   217314.45450	   253771.29370	   48	   244695.97000
   217375.07220	   270579.93510	   47	   252657.49000
   217624.27830	   252928.49790	   50	   244934.11000
   217799.39610	   251227.34300	   49	   243825.62000
   217987.98450	   230822.46960	   48	   235061.98000
   218136.16110	   223595.49470	   48	   232378.77000
   219079.10310	   223514.25830	   49	   232846.93000
   219186.86790	   233996.48010	   47	   237134.93000
   219772.83900	   216785.93110	   49	   229988.39000
   219954.69210	   210938.86770	   48	   227675.51000
   221005.39890	   218215.87820	   47	   231580.26000
   221847.31140	   195017.50790	   48	   221667.03000
   221847.31140	   195017.50790	   48	   221667.03000
   223915.04850	   190603.22350	   49	   220802.11000
   224096.90160	   211228.10310	   47	   230354.77000
   224096.90160	   211483.32010	   47	   230029.51000
   224938.81410	   186384.14730	   48	   219682.11000
   225989.52090	   181225.47490	   49	   217910.71000
   227188.40430	   170300.73330	   49	   214071.31000
   227188.40430	   172960.22330	   48	   215245.85000
   227188.40430	   196297.31740	   47	   225511.22000
   230279.90700	   194270.37160	   47	   226706.06000
   230279.90700	   194270.37160	   47	   226706.06000
   230279.90700	   194270.37160	   47	   226706.06000
   233600.40990	   240956.73030	   46	   249706.55000
   236920.91280	   227143.17430	   46	   245477.55000
   243824.59530	   165145.74680	   49	   221681.12000
   246882.42150	   224162.79900	   46	   250068.32000
   250202.92440	   222110.79900	   46	   251156.36000
   250431.92460	   163887.36450	   49	   225047.49000
   250465.60110	   185923.07290	   47	   235304.21000
   253523.42730	   163388.29950	   49	   227082.59000
   253523.42730	   163568.74310	   50	   227066.35000
   253752.42750	   184353.96670	   47	   236405.07000
   253786.10400	   183443.02150	   47	   235877.27000
   255645.04680	   159062.53930	   50	   226115.45000
   255645.04680	   181855.28390	   47	   236395.45000
   256843.93020	   172824.76690	   48	   233048.11000
   256843.93020	   172938.74400	   48	   232968.60000
   258965.54970	   154096.35310	   50	   225901.21000
   258965.54970	   159772.80710	   49	   228620.91000
   259147.40280	   166093.03340	   48	   231461.64000
   260164.43310	   152426.83130	   50	   225901.23000
   260164.43310	   152487.99430	   49	   225865.77000
   260164.43310	   157521.15200	   48	   228300.30000
