   205406.44410	   290766.29070	   50	   254881.19000
   206598.59220	   287205.30540	   49	   253999.30000
   206665.94520	   266142.17930	   48	   244095.55000
   207251.91630	   303600.01470	   47	   261325.35000
   207837.88740	   255544.49150	   50	   240266.17000
   207837.88740	   284760.18480	   47	   252950.70000
   207858.09330	   248057.56050	   48	   236654.69000
   208733.68230	   246919.84990	   48	   236742.35000
   208733.68230	   284740.01530	   47	   253950.11000
   208733.68230	   284740.01530	   47	   253950.11000
   208767.35880	   227667.27640	   50	   228150.16000
   208767.35880	   246966.95760	   48	   236732.62000
   209036.77080	   265637.73110	   47	   245065.87000
   209056.97670	   243679.10550	   48	   235485.03000
   209056.97670	   257012.87240	   47	   241409.36000
   209642.94780	   240485.99450	   48	   234313.77000
   209642.94780	   240485.99450	   48	   234313.77000
   209966.24220	   238408.07290	   49	   233927.53000
   209966.24220	   238531.54550	   48	   233732.93000
   210841.83120	   216926.39330	   50	   224710.77000
   210841.83120	   223330.94980	   49	   226964.42000
   210841.83120	   231516.47610	   48	   230494.41000
   210841.83120	   244806.06200	   47	   236424.00000
   211528.83180	   243035.34910	   47	   236774.25000
   213960.27510	   220227.65410	   48	   228580.09000
   213960.27510	   230293.61570	   47	   232800.93000
   215664.30600	   223951.42810	   47	   230842.89000
   216681.33630	   216516.29880	   50	   227932.88000
   217078.71900	   217139.93410	   49	   228760.19000
   217529.98410	   215590.24460	   47	   228246.22000
   217529.98410	   215590.24460	   47	   228246.22000
   217529.98410	   218992.63470	   46	   229833.29000
   218398.83780	   206435.35900	   49	   224304.22000
   218755.80870	   204150.37380	   49	   223961.00000
   218755.80870	   207626.64820	   48	   225526.04000
   218755.80870	   207626.64820	   48	   225526.04000
   218755.80870	   215358.88960	   47	   229043.32000
   219159.92670	   191038.58000	   49	   218166.56000
   219159.92670	   192243.16500	   48	   218795.62000
   220587.81030	   185981.35170	   47	   217355.25000
   221005.39890	   179235.71830	   48	   214472.43000
   224096.90160	   172254.84240	   49	   213217.84000
   227188.40430	   165471.36040	   49	   211955.06000
   227188.40430	   172960.22330	   48	   215245.85000
   230279.90700	   172908.04600	   48	   217095.26000
   230508.90720	   164502.94490	   50	   213524.15000
   239365.82670	   182654.02970	   47	   227106.35000
   240241.41570	   179207.94480	   47	   225931.96000
   243561.91860	   218694.68970	   46	   245866.87000
   243824.59530	   165145.74680	   49	   221681.12000
   243824.59530	   172487.12740	   48	   224957.36000
   243824.59530	   169555.31360	   48	   223669.68000
   246882.42150	   217541.70460	   46	   247361.40000
   246882.42150	   162906.60380	   50	   222426.68000
   249596.74740	   215115.58300	   46	   247872.38000
   250202.92440	   208857.82640	   46	   245469.54000
   250431.92460	   163796.15380	   49	   225055.90000
   250431.92460	   163887.36450	   49	   225047.49000
   250431.92460	   168734.43600	   48	   227412.92000
   253523.42730	   153978.35990	   48	   222440.29000
   253523.42730	   167907.00550	   47	   228992.33000
   256843.93020	   149406.51510	   48	   222372.91000
   256843.93020	   151890.77240	   47	   223587.40000
   260164.43310	   141330.60010	   49	   220984.55000
